title,partner,rating,reviews,description,course_link,enrollment,skills
Writing for Business Advanced,University of Glasgow,,,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/writing-for-business-advanced,,
Practical Machine Learning,Johns Hopkins University,4.5,3.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/practical-machine-learning,153821.0,
Co-design for All: doing co-design in practice,Eindhoven University of Technology,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/co-design-for-all,,
Sustainable Development - Ideas and Imaginaries,University of Copenhagen,4.7,36 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sustainable-development-ideas-and-imaginaries,3451.0,
Incident Response and Recovery,ISC2,4.9,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/incident-response-and-recovery,,
Teaching Impacts of Technology in K-12 Education,University of California San Diego,4.5,52 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/teach-impacts-technology-k12-education,4864.0,
Programming Fundamentals in Kotlin,Meta,4.7,307 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/meta-programming-fundamentals-kotlin,20928.0,
KI für alle,DeepLearning.AI,4.8,12 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone-de,1689.0,
BI Dashboards with IBM Cognos Analytics and Google Looker,IBM,4.5,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bi-dashboards-with-ibm-cognos-analytics-and-google-looker,2739.0,
Introduction to Mobile App Development,IBM,4.8,41 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-mobile-app-development,4257.0,
Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,Duke University,4.7,1.1K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/image-processing,67397.0,
"Moving the Needle at Work: Diversity, Equity and Inclusion",University of Illinois Urbana-Champaign,4.3,6 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/moving-the-needle,,
Ethics and Governance in the Age of Generative AI,Northeastern University,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ethics-and-governance-in-the-age-of-generative-ai,,
Analitik Data Google,Google,4.9,2.3K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/analitik-data-google,2467180.0,"Category: SpreadsheetSpreadsheet, Category: Data IntegrityData Integrity, Category: Sample Size DeterminationSample Size Determination, Category: SQLSQL, Category: Data CleansingData Cleansing, Category: Data AnalysisData Analysis, Category: Creating case studiesCreating case studies, Category: Data VisualizationData Visualization, Category: Data CleansingData Cleansing, Category: Developing a portfolioDeveloping a portfolio, Category: Decision-MakingDecision-Making, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Problem SolvingProblem Solving, Category: QuestioningQuestioning, Category: Data AnalysisData Analysis, Category: R MarkdownR Markdown, Category: Data VisualizationData Visualization, Category: R ProgrammingR Programming, Category: RstudioRstudio, Category: Data AggregationData Aggregation, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Data CalculationsData Calculations, Category: SQLSQL, Category: Data CollectionData Collection, Category: SpreadsheetSpreadsheet, Category: MetadataMetadata, Category: SQLSQL, Category: Data EthicsData Ethics, Category: Data AnalysisData Analysis, Category: Tableau SoftwareTableau Software, Category: Data VisualizationData Visualization, Category: PresentationPresentation, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: SQLSQL, Category: Data VisualizationData Visualization, Category: Data CleansingData Cleansing"
Vitality in a Dynamic Workplace,University of Alberta,,,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/vidw,,"Category: Occupational Health and SafetyOccupational Health and Safety, Category: Virtual Team CollaborationVirtual Team Collaboration, Category: Work-Life BalanceWork-Life Balance, Category: Occupational health and safetyOccupational health and safety, Category: Ergonomic AssessmentsErgonomic Assessments, Category: Mindful AwarenessMindful Awareness, Category: Cognitive DevelopmentCognitive Development, Category: Crisis ManagementCrisis Management, Category: Mindful ConversationsMindful Conversations, Category: Emotional IntelligenceEmotional Intelligence, Category: Stress ManagementStress Management, Category: Conflict ResolutionConflict Resolution"
Negotiation Fundamentals,ESSEC Business School,4.7,1.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/negotiation-fundamentals,65105.0,
Google Data Analytics (DE),Google,4.5,35 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-data-analytics-de,2467180.0,"Category: SpreadsheetSpreadsheet, Category: Data IntegrityData Integrity, Category: Sample Size DeterminationSample Size Determination, Category: SQLSQL, Category: Data CleansingData Cleansing, Category: Data AnalysisData Analysis, Category: Creating case studiesCreating case studies, Category: Data VisualizationData Visualization, Category: Data CleansingData Cleansing, Category: Developing a portfolioDeveloping a portfolio, Category: Decision-MakingDecision-Making, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Problem SolvingProblem Solving, Category: QuestioningQuestioning, Category: Data AnalysisData Analysis, Category: R MarkdownR Markdown, Category: Data VisualizationData Visualization, Category: R ProgrammingR Programming, Category: RstudioRstudio, Category: Data AggregationData Aggregation, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Data CalculationsData Calculations, Category: SQLSQL, Category: Data CollectionData Collection, Category: SpreadsheetSpreadsheet, Category: MetadataMetadata, Category: SQLSQL, Category: Data EthicsData Ethics, Category: Data AnalysisData Analysis, Category: Tableau SoftwareTableau Software, Category: Data VisualizationData Visualization, Category: PresentationPresentation, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: SQLSQL, Category: Data VisualizationData Visualization, Category: Data CleansingData Cleansing"
Intellectual Change in Early China: Warring States and Han,The Chinese University of Hong Kong,4.7,122 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/intellectual-change-early-china-the-warring-states-han,6677.0,
Competencias digitales de ofimática: Microsoft Word,Universitat Autònoma de Barcelona,4.7,147 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/competencias-digitales-ofimatica-word,7178.0,
Mobilités et véhicules électriques,École des Ponts ParisTech,4.7,108 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mobilites-vehicules-electriques,5989.0,
"Les alliances qui changent les territoires : partenariats entre acteurs publics, acteurs privés et structures d'intérêt général pour le bien commun",ESSEC Business School,4.6,85 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires,6505.0,
Introducción a Java,Universidad Nacional Autónoma de México,4.1,923 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduccion-java,164403.0,
A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,Universiteit Leiden,4.7,98 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/circular-economy-metals,7346.0,
Network Defense Essentials (NDE),EC-Council,4.6,99 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/network-defense-essentials-nde,12162.0,
Competitive Strategy,Illinois Tech,4.8,39 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/illinois-tech-competitive-strategy,2274.0,
Collaborative Foresight: How to Game the Future,Institute for the Future,4.9,271 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/collaborative-foresight,13185.0,
Digital Marketing Analytics in Practice,University of Illinois Urbana-Champaign,4.5,3.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/digital-analytics,127209.0,
Cybersecurity Solutions and Microsoft Defender,Microsoft,4.6,119 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-solutions-and-microsoft-defender,10680.0,
Una aproximación a la química del carbono,Universidad Nacional Autónoma de México,4.9,461 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/qimica-carbono,19403.0,
Data Analysis and Presentation Skills: the PwC Approach Final Project,PwC,4.7,249 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-project-pwc,7269.0,
IT-підтримка від Google,Google,4.9,979 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-it-support-ua,1695364.0,"Category: CybersecurityCybersecurity, Category: Wireless SecurityWireless Security, Category: CryptographyCryptography, Category: Network SecurityNetwork Security, Category: PowershellPowershell, Category: Linux File SystemsLinux File Systems, Category: Command-Line InterfaceCommand-Line Interface, Category: LinuxLinux, Category: Binary CodeBinary Code, Category: Customer SupportCustomer Support, Category: LinuxLinux, Category: TroubleshootingTroubleshooting, Category: Domain Name System (DNS)Domain Name System (DNS), Category: Ipv4Ipv4, Category: Network ModelNetwork Model, Category: TroubleshootingTroubleshooting, Category: Directory ServiceDirectory Service, Category: Lightweight Directory Access Protocol (LDAP)Lightweight Directory Access Protocol (LDAP), Category: BackupBackup"
From Climate Science to Action,The World Bank Group,4.7,446 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/climate-science,33814.0,
Ingeniero en base de datos de Meta,Meta,4.7,214 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-database-engineer-es,,
IoT Devices,University of Illinois Urbana-Champaign,4.7,487 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/iot-devices-il,20042.0,
Experimentation for Improvement,McMaster University,4.9,917 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/experimentation,37177.0,
Procurement Negotiation,Rutgers the State University of New Jersey,4.7,196 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/procurement-negotiation,15285.0,
Accounting Analysis I: The Role of Accounting as an Information System,University of Illinois Urbana-Champaign,4.8,667 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/accounting-information-system,40445.0,
Vowels of American English Pronunciation,"University of California, Irvine",4.9,241 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/american-english-pronunciation-vowel-sounds,20996.0,
Managing Machine Learning Projects with Google Cloud,Google Cloud,4.6,3.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/machine-learning-business-professionals,121845.0,
Database Structures and Management with MySQL,Meta,4.8,456 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/database-structures-and-management-with-mysql,30510.0,
Introduction to AutoSAR,EDUCBA,4.3,56 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-autosar,5973.0,
Sexualidad...mucho más que sexo,Universidad de los Andes,4.8,6.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sexualidad,183700.0,
Node.js & MongoDB: Developing Back-end Database Applications,IBM,4.5,26 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/intermediate-back-end-development-with-node-js-mongodb,4816.0,
América Latina en los cambios internacionales: amenazas y oportunidades.,Universidad de Chile,4.5,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/america-latina,46427.0,
"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",University of Copenhagen,4.8,707 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/kierkegaard,59589.0,
Decentralized Finance (DeFi) Primitives,Duke University,4.9,415 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/decentralized-finance-primitives-duke,19404.0,
"Philosophy, Science and Religion: Philosophy and Religion",The University of Edinburgh,4.6,505 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/philosophy-science-religion-2,35260.0,
"Anatomy, Physiology, and Kinesiology for Fitness Professions",National Academy of Sports Medicine,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/anatomy-physiology-and-kinesiology-for-fitness,,
GIS Applications Across Industries,"University of California, Davis",4.6,57 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gis-applications-across-industries,3285.0,
Create Machine Learning Models in Microsoft Azure,Microsoft,4.5,265 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/create-machine-learning-models-in-microsoft-azure,29462.0,
Chronic Respiratory Diseases (CRD) in Primary Care Settings,The University of Edinburgh,4.8,8 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/chronic-respiratory-diseases-crd-in-primary-care-settings,,
Artificial Intelligence on Microsoft Azure,Microsoft,4.6,580 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,34258.0,
Communicating Data Insights with Tableau,Tableau Learning Partner,4.7,41 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communicating-data-insights-with-tableau,4843.0,
Object-Oriented Programming in Python,Duke University,4.5,11 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/object-oriented-programming-in-python,,
Cost Accounting: Profit and Loss Calculation,Technical University of Munich (TUM),4.6,63 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cost-accounting-profit-and-loss-calculation,6263.0,
Scaling Operations: Linking Strategy and Execution,Northwestern University,4.6,256 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/operations-strategy,23885.0,
Full Stack Software Developer Assessment,IBM,4.7,254 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/full-stack-software-developer-assessment,25454.0,
Sustentabilidad y Economías Sociales,Universidad de Chile,4.7,1.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sustentabilidad-economias-sociales,39002.0,
Brand and Product Management,IE Business School,4.7,2.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/brand-management,109180.0,
Power BI Fundamentals,Corporate Finance Institute,4.8,38 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/power-bi-fundamentals,4364.0,
Computational Social Science Methods,"University of California, Davis",4.7,338 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computational-social-science-methods,15321.0,
Healthcare Trends for Business Professionals,Northeastern University,4.5,198 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/healthcare-trends-business-professionals,7240.0,"Category: Predictive AnalyticsPredictive Analytics, Category: AnalyticsAnalytics, Category: Decision Support SystemDecision Support System, Category: WorkflowWorkflow"
Sustainable Urban Regeneration,Università Bocconi,4.9,18 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sustainable-urban-regeneration-2022,1997.0,
Introducción a la gestión de proyectos,Tecnológico de Monterrey,4.8,508 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gestion-proyectos-c1,19269.0,
Administración de Proyectos: Principios Básicos,Tecnológico de Monterrey,4.7,5.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/administracion-proyectos,35758.0,"Category: Project ManagementProject Management, Category: LeadershipLeadership, Category: PlanningPlanning, Category: Project PlanningProject Planning, Category: Microsoft ProjectMicrosoft Project, Category: CostCost, Category: ManagementManagement, Category: Project PlanningProject Planning, Category: Project ManagementProject Management, Category: Risk ManagementRisk Management, Category: Microsoft ProjectMicrosoft Project, Category: Project Risk ManagementProject Risk Management"
Chinese Politics Part 1 – China and Political Science,The Hong Kong University of Science and Technology,4.8,344 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chinesepolitics1,29825.0,
Rust Fundamentals,Duke University,4.0,115 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/rust-fundamentals,11206.0,
Preventative Healthcare for the Newborn Baby,University of Colorado System,4.8,602 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/preventive-healthcare-newborn-baby,20749.0,
.Net Full Stack Foundation,Board Infinity,4.1,217 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/dot-net-full-stack-foundation,12859.0,
Generative AI Content Creation,Adobe,,,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-content-creation,,
Numerical Methods for Engineers,The Hong Kong University of Science and Technology,4.9,354 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/numerical-methods-engineers,24141.0,
Microsoft Azure Machine Learning for Data Scientists,Microsoft,4.3,153 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-machine-learning-for-data-scientist,13274.0,
Electrical Power Distribution,L&T EduTech,4.4,112 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/electrical-power-distribution,8607.0,
Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,The University of Edinburgh,4.7,921 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/philosophy-physical-sciences,41282.0,
Excel Skills for Business Forecasting,Macquarie University,4.9,281 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/excel-skills-for-business-forecasting,8718.0,"Category: Microsoft ExcelMicrosoft Excel, Category: Time Series ModelsTime Series Models, Category: Business ForecastingBusiness Forecasting, Category: Microsoft ExcelMicrosoft Excel, Category: Business ForecastingBusiness Forecasting, Category: Regression ModelsRegression Models"
Recommendation Systems on Google Cloud,Google Cloud,4.5,476 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/recommendation-models-gcp,18978.0,
Introduction to Corporate Communications,"University of California, Irvine",4.6,34 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-corporate-communications,2515.0,
Data Analysis Using Pyspark,Coursera Project Network,4.4,289 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-analysis-using-pyspark,14689.0,
Mindfulness and Well-being: Living with Balance and Ease,Rice University,4.9,335 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-mindfulness-ii-living-with-balance-and-ease,34842.0,
Business Strategy in Practice (Project-centered Course),University of Virginia,4.7,179 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/uva-darden-business-strategy-capstone,13867.0,
Web3 and Blockchain in Global Commerce,INSEAD,4.7,59 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/web3-blockchain-global-commerce,3729.0,
Black-box and White-box Testing,University of Minnesota,3.7,102 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/black-box-white-box-testing,21316.0,
Machine Learning in the Enterprise,Google Cloud,4.6,1.5K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/art-science-ml,33538.0,
"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",University of Michigan,4.7,367 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-augmented-virtual-mixed-extended-reality-technologies-applications-issues,22795.0,
Information Technology (IT) Fundamentals for Everyone,IBM,4.7,157 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/information-technology-it-fundamentals-for-everyone,14768.0,
Geospatial Information Technology Essentials,L&T EduTech,,,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/geospatial-information-technology-essentials,,
Performance Testing with JMeter for absolute beginners,Coursera Project Network,4.6,63 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/performance-testing-with-jmeter-for-absolute-beginners,4697.0,
Quantitative Research,"University of California, Davis",4.4,310 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/quantitative-research,32160.0,
Building Test Automation Framework using Selenium and TestNG,Coursera Project Network,4.6,152 reviews,Advanced · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/building-test-automation-framework-using-selenium-and-testng,9720.0,
Getting and Cleaning Data,Johns Hopkins University,4.5,8.1K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-cleaning,209832.0,
Strategic Sourcing,Rutgers the State University of New Jersey,4.7,254 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/strategic-sourcing,17076.0,
Data Engineering Capstone Project,IBM,4.7,110 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/data-enginering-capstone-project,14024.0,
Fundamentals of Networking and Cisco Devices,Packt,,,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-fundamentals-of-networking-and-cisco-devices-gvjwp,,
Getting Started on Mainframe with z/OS Commands and Panels,IBM,4.7,420 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/z-commands-and-panels,9041.0,
Statistical Inference for Estimation in Data Science,University of Colorado Boulder,4.1,81 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/statistical-inference-for-estimation-in-data-science,7229.0,
New Models of Business in Society,University of Virginia,4.7,4K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-business-society,114434.0,
An Introduction to Fixed Income Securities,Coursera Instructor Network,4.6,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/an-introduction-to-fixed-income-securities,,
Social Marketing Capstone Project,Northwestern University,4.9,335 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/social-marketing-capstone,16064.0,
ML Pipelines on Google Cloud,Google Cloud,3.2,85 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/ml-pipelines-google-cloud,13459.0,
Desarrollador back-end de Meta,Meta,4.7,331 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-back-end-developer-es,,
إدارة المشروعات من Google,Google,4.8,422 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-project-management-arabic,1806484.0,"Category: Project ManagementProject Management, Category: Risk ManagementRisk Management, Category: Strategic ThinkingStrategic Thinking, Category: Quality ManagementQuality Management, Category: Project ExecutionProject Execution, Category: ProcurementProcurement, Category: Risk ManagementRisk Management, Category: Strategic ThinkingStrategic Thinking, Category: Task EstimationTask Estimation, Category: Project PlanningProject Planning, Category: Project ManagementProject Management, Category: Strategic ThinkingStrategic Thinking, Category: Business WritingBusiness Writing, Category: Stakeholder ManagementStakeholder Management, Category: Project CharterProject Charter, Category: Agile ManagementAgile Management, Category: Problem SolvingProblem Solving, Category: CoachingCoaching, Category: ScrumScrum, Category: InfluencingInfluencing, Category: Project ManagementProject Management, Category: Problem SolvingProblem Solving, Category: Quality ManagementQuality Management, Category: Effective CommunicationEffective Communication, Category: Stakeholder ManagementStakeholder Management, Category: Project ManagementProject Management, Category: Change ManagementChange Management, Category: Strategic ThinkingStrategic Thinking, Category: Career DevelopmentCareer Development, Category: Organizational CultureOrganizational Culture"
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",Johns Hopkins University,4.8,297 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/dementia-care,20894.0,
Sentiment Analysis with Deep Learning using BERT,Coursera Project Network,4.4,394 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/sentiment-analysis-bert,15211.0,
"Linear Algebra: Matrix Algebra, Determinants, & Eigenvectors",Johns Hopkins University,4.8,45 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/matrix-algebra-determinants-and-eigenvectors,3259.0,
Exploring the Field of U.S. Payroll,"Automatic Data Processing, Inc. (ADP)",5.0,20 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/adp-exploring-the-field-payroll,,
Pharmacy Dosages and Prescriptions Essentials,MedCerts,4.5,37 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pharmacy-dosages-and-prescriptions-essentials,4218.0,
Healthcare Marketplace,University of Minnesota,4.5,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/healthcare-marketplace,29635.0,"Category: Healthcare ManagementHealthcare Management, Category: InsuranceInsurance, Category: Healthcare MarketingHealthcare Marketing, Category: Medical DeviceMedical Device"
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,Pontificia Universidad Católica de Chile,4.8,2.5K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/electrones-en-accion,102073.0,
Conceitos Básicos de Logística e Supply Chain,Universidade Estadual de Campinas,4.7,410 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/conceitos-basicos-logistica,28659.0,
Introduction à l'analyse de données à l'aide d'Excel,Rice University,4.5,20 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/excel-data-analysis-fr,6583.0,
Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,4.8,2.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/gestion-organizaciones-efectivas,74078.0,
Introduction to .NET Core,Board Infinity,3.9,55 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-dotnet-core,7542.0,
Safety in the Utility Industry,University at Buffalo,4.7,2.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/safety-utility-industry,37919.0,
Creative Writing: The Craft of Style,Wesleyan University,4.7,1.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/craft-of-style,66759.0,
Introduction to Machine Learning on AWS,Amazon Web Services,4.5,120 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-on-aws,27736.0,
Data Structures & Backend with Java,Board Infinity,4.2,74 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-structures--backend-with-java,15643.0,
Public Health Perspectives on Sustainable Diets,Johns Hopkins University,4.8,187 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sustainable-diets,19011.0,
Relational Database Design,University of Colorado Boulder,4.6,248 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/relational-database-design,20503.0,
"Advanced Data Structures, RSA and Quantum Algorithms",University of Colorado Boulder,4.5,19 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-data-structures-rsa-and-quantum-algorithms,2247.0,
Managing Network Security,Kennesaw State University,4.8,221 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/managing-network-cybersecurity,11095.0,
Systems and Application Security,ISC2,4.7,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/systems-and-application-security,,
"Introducción a los tsunamis: causas, efectos y prevención",Universidad Nacional Autónoma de México,,,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduccion-tsunamis,,
Greening the Economy: Sustainable Cities,Lund University,4.7,2.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gte-sustainable-cities,94576.0,
"Everyday Excel, Part 2",University of Colorado Boulder,4.8,546 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/everyday-excel-part-2,49272.0,
"Market Equilibrium, Government Policy & Elasticity",University of Illinois Urbana-Champaign,4.9,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/market-equilibrium-government-policies-and-elasticity,,
DevOps on AWS: Release and Deploy,Amazon Web Services,4.6,144 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/devops-aws-release-deploy,17343.0,
Database Management Essentials,University of Colorado System,4.6,3.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/database-management,197764.0,
A Tour of Google Cloud Hands-on Labs,Google Cloud,4.8,203 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/googlecloud-a-tour-of-google-cloud-hands-on-labs-5s3nf,15698.0,
Overview of Automotive SPICE,EDUCBA,4.3,35 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automotive-spice,2308.0,
