title,partner,rating,reviews,description,course_link,enrollment,skills
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,4.8,4.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-sustainable-development,99545.0,
Supply Chain Logistics,Rutgers the State University of New Jersey,4.8,11K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/supply-chain-logistics,288753.0,
Nursing Informatics(护理信息学),Peking University,,,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/nursing-informatics,,
Healthcare Management and Finance,University of Michigan,4.6,45 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/healthcare-management-and-finance,2786.0,"Category: Financial AccountingFinancial Accounting, Category: Financial ManagementFinancial Management, Category: AccountingAccounting, Category: Financial AnalysisFinancial Analysis, Category: Financial StatementFinancial Statement, Category: Overhead Cost AnalysisOverhead Cost Analysis, Category: Mergers And Acquisitions (M&A)Mergers And Acquisitions (M&A), Category: healthcare pricinghealthcare pricing, Category: Financial valuation toolsFinancial valuation tools"
Digital Transformation in Financial Services,Copenhagen Business School,4.4,1.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/digital-transformation-financial-services,30338.0,"Category: Financial ServicesFinancial Services, Category: Digital StrategyDigital Strategy, Category: Financial TechnologyFinancial Technology, Category: Business EcosystemBusiness Ecosystem, Category: Open BankingOpen Banking, Category: Financial TechnologyFinancial Technology, Category: CrowdfundingCrowdfunding, Category: Peer-To-Peer LendingPeer-To-Peer Lending"
The Power of Statistics,Google,4.8,666 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/the-power-of-statistics,56289.0,
Applied Data Science with R,IBM,4.5,1.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-data-science-r,4484.0,"Category: Data ScienceData Science, Category: Linear RegressionLinear Regression, Category: Data VisualizationData Visualization, Category: R ProgrammingR Programming, Category: Exploratory Data AnalysisExploratory Data Analysis, Category: Data ScienceData Science, Category: R ProgrammingR Programming, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Statistical AnalysisStatistical Analysis, Category: Data VisualizationData Visualization, Category: R ProgrammingR Programming, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Data VisualizationData Visualization, Category: R ProgrammingR Programming, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Select (Sql)Select (Sql), Category: Relational Databases (RDBMS)Relational Databases (RDBMS), Category: R ProgrammingR Programming"
Sales Training for High Performing Teams,HubSpot Academy,4.7,1.1K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/sales-training-high-performing-teams,19721.0,"Category: Sales StrategySales Strategy, Category: SalesSales, Category: CommunicationCommunication, Category: Inbound SalesInbound Sales, Category: Sales StrategySales Strategy, Category: NegotiationNegotiation, Category: CustomerCustomer, Category: PlanningPlanning, Category: TrainingTraining, Category: SalesSales, Category: InspectionInspection, Category: Market (Economics)Market (Economics)"
Chinese for Beginners,Peking University,4.8,20K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-chinese,1368820.0,
Creative Thinking: Techniques and Tools for Success,Imperial College London,4.7,4.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success,401068.0,
International Organizations Management,University of Geneva,4.8,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/international-organizations-management,71251.0,
Construction Project Management,Columbia University,4.8,6.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/construction-project-management,152729.0,
Introduction to English Common Law,University of London,4.8,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-common-law,103589.0,
AI in Healthcare Capstone,Stanford University,4.7,220 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-in-healthcare-capstone,12794.0,
Drug Hunting: The Science of Making New Medicines,Novartis,4.8,106 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/drug-hunting-discovery-and-development,2650.0,"Category: Drug DiscoveryDrug Discovery, Category: Drug DiscoveryDrug Discovery, Category: Drug DevelopmentDrug Development, Category: Drug DiscoveryDrug Discovery"
Introduction to Business,"University of California, Irvine",4.7,522 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/business-introduction,12352.0,"Category: Training And DevelopmentTraining And Development, Category: Setting ObjectivesSetting Objectives, Category: Leadership StyleLeadership Style, Category: Strategic PlanningStrategic Planning, Category: Manage Expense ControlManage Expense Control, Category: Identify Capital ResourcesIdentify Capital Resources, Category: Effective Use of LaborEffective Use of Labor, Category: Create a ForecastCreate a Forecast, Category: Analyze Financial StatementsAnalyze Financial Statements, Category: 80/20 Rule of Social Media80/20 Rule of Social Media, Category: Review ManagementReview Management, Category: StorytellingStorytelling, Category: engagementengagement, Category: Keyword SelectionKeyword Selection"
From Excel to Power BI,Knowledge Accelerators,4.5,925 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/from-excel-to-power-bi,175420.0,
The Path to Insights: Data Models and Pipelines,Google,4.7,546 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,45487.0,
IELTS Preparation,"University of California, Irvine",4.6,1.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ielts-preparation,77552.0,
Resilient Teaching Through Times of Crisis and Change,University of Michigan,4.8,58 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/resilient-teaching-through-times-of-crisis,6744.0,
An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",4.7,20K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/iot,165713.0,"Category: ArduinoArduino, Category: Python ProgrammingPython Programming, Category: Internet Of Things (IOT)Internet Of Things (IOT), Category: Raspberry PiRaspberry Pi, Category: Computer ProgrammingComputer Programming, Category: Python ProgrammingPython Programming, Category: Internet Of Things (IOT)Internet Of Things (IOT), Category: Raspberry PiRaspberry Pi, Category: Python ProgrammingPython Programming, Category: Application Programming Interfaces (API)Application Programming Interfaces (API), Category: Internet Of Things (IOT)Internet Of Things (IOT), Category: Raspberry PiRaspberry Pi, Category: Internet Of Things (IOT)Internet Of Things (IOT), Category: MicrocontrollerMicrocontroller, Category: Embedded System DesignEmbedded System Design, Category: WiresharkWireshark, Category: ArduinoArduino, Category: C ProgrammingC Programming, Category: DebuggingDebugging"
Strategic Management and Innovation,Copenhagen Business School,4.7,5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/strategic-management,57328.0,"Category: Strategic ManagementStrategic Management, Category: Strategic ThinkingStrategic Thinking, Category: Strategic PlanningStrategic Planning, Category: Business StrategyBusiness Strategy, Category: Strategic ManagementStrategic Management, Category: Decision-MakingDecision-Making, Category: Strategic ThinkingStrategic Thinking, Category: Business StrategyBusiness Strategy, Category: Strategic ManagementStrategic Management, Category: Strategy ImplementationStrategy Implementation, Category: Performance ManagementPerformance Management, Category: Strategic PlanningStrategic Planning"
Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,4.9,6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-visionary-science,120219.0,
"GIS, Mapping, and Spatial Analysis",University of Toronto,4.8,2.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,51707.0,"Category: Spatial AnalysisSpatial Analysis, Category: Geographic Information System (GIS)Geographic Information System (GIS), Category: MappingMapping, Category: CartographyCartography, Category: EsriEsri, Category: Spatial AnalysisSpatial Analysis, Category: Geographic Information System (GIS)Geographic Information System (GIS), Category: MappingMapping, Category: CartographyCartography, Category: EsriEsri, Category: Spatial AnalysisSpatial Analysis, Category: Geographic Information System (GIS)Geographic Information System (GIS), Category: MappingMapping, Category: CartographyCartography, Category: EsriEsri, Category: Spatial AnalysisSpatial Analysis, Category: Geographic Information System (GIS)Geographic Information System (GIS), Category: MappingMapping, Category: CartographyCartography, Category: EsriEsri"
International Marketing & Cross Industry Growth,Yonsei University,4.7,2.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/international-marketing,25745.0,"Category: Sports MarketingSports Marketing, Category: Marketing By MediumMarketing By Medium, Category: MarketingMarketing, Category: Educational EntertainmentEducational Entertainment, Category: Business MarketingBusiness Marketing, Category: MarketingMarketing, Category: Marketing StrategyMarketing Strategy, Category: Variable PricingVariable Pricing, Category: MarketingMarketing, Category: Hospital ManagementHospital Management, Category: Hotel ManagementHotel Management, Category: Global MarketingGlobal Marketing, Category: MarketingMarketing, Category: Brand ManagementBrand Management, Category: Marketing StrategyMarketing Strategy"
Introduction to Finance: The Basics,University of Illinois Urbana-Champaign,4.7,404 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-finance-the-basics,60194.0,
Accounting: Principles of Financial Accounting,IESE Business School,4.8,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/financial-accounting,138883.0,
Convolutional Neural Networks in TensorFlow,DeepLearning.AI,4.7,8.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,154581.0,
Excel Skills for Data Analytics and Visualization,Macquarie University,4.8,5.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/excel-data-analytics-visualization,92001.0,"Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Data CleansingData Cleansing, Category: Microsoft ExcelMicrosoft Excel, Category: Data VisualizationData Visualization, Category: Big DataBig Data, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Data VisualizationData Visualization, Category: power bipower bi"
Foundations for Assisting in Home Care,The State University of New York,4.8,539 reviews,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/home-care,26666.0,
Using Python to Interact with the Operating System,Google,4.7,6.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-operating-system,259968.0,
Mathematics for Machine Learning: Linear Algebra,Imperial College London,4.7,12K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/linear-algebra-machine-learning,398270.0,
Large Language Model Operations (LLMOps),Duke University,4.5,121 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/large-language-model-operations,7437.0,"Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Data ScienceData Science, Category: Machine LearningMachine Learning, Category: Large Language ModelsLarge Language Models, Category: DatabricksDatabricks, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Python ProgrammingPython Programming, Category: AI/ML InferenceAI/ML Inference, Category: Azure Cloud ServicesAzure Cloud Services, Category: Machine LearningMachine Learning, Category: GenAIGenAI, Category: llamafilellamafile, Category: open sourceopen source, Category: LLMsLLMs, Category: Online DatabasesOnline Databases, Category: Queue ManagementQueue Management, Category: Data Import/ExportData Import/Export, Category: Database Management SystemsDatabase Management Systems, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Python ProgrammingPython Programming, Category: Machine LearningMachine Learning, Category: GenAIGenAI, Category: LLMsLLMs, Category: awsaws, Category: Cloud ComputingCloud Computing, Category: Large Language ModelsLarge Language Models, Category: Generative AIGenerative AI, Category: aws bedrockaws bedrock"
Data Science: Statistics and Machine Learning,Johns Hopkins University,4.4,7.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-statistics-machine-learning,37549.0,"Category: StatisticsStatistics, Category: Statistical InferenceStatistical Inference, Category: Statistical Hypothesis TestingStatistical Hypothesis Testing, Category: Random ForestRandom Forest, Category: Machine Learning (ML) AlgorithmsMachine Learning (ML) Algorithms, Category: Machine LearningMachine Learning, Category: R ProgrammingR Programming, Category: InteractivityInteractivity, Category: PlotlyPlotly, Category: Web ApplicationWeb Application, Category: R ProgrammingR Programming, Category: Data ScienceData Science, Category: Machine LearningMachine Learning, Category: R ProgrammingR Programming, Category: Natural Language ProcessingNatural Language Processing, Category: Model SelectionModel Selection, Category: Generalized Linear ModelGeneralized Linear Model, Category: Linear RegressionLinear Regression, Category: Regression AnalysisRegression Analysis"
Introductory C Programming,Duke University,4.6,7.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-programming,113939.0,"Category: AlgorithmsAlgorithms, Category: Programming Language ConceptsProgramming Language Concepts, Category: Problem SolvingProblem Solving, Category: C ProgrammingC Programming, Category: C ProgrammingC Programming, Category: CompilerCompiler, Category: DebuggingDebugging"
Introduction to User Experience Design,Georgia Institute of Technology,4.5,8.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/user-experience-design,459161.0,
Advanced Leadership Skills for the 21st Century,Kennesaw State University,4.5,43 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/advanced-leadership-skills,1635.0,"Category: Develop your leadership philosophyDevelop your leadership philosophy, Category: Assist in leading your organization to change managementAssist in leading your organization to change management, Category: Define leadershipDefine leadership, Category: Determine your leadership styleDetermine your leadership style, Category: Understand the difference between leadership and managementUnderstand the difference between leadership and management, Category: Understand the purpose and importance of developing a team cultureUnderstand the purpose and importance of developing a team culture, Category: Promote effective communication for both individuals and group membersPromote effective communication for both individuals and group members, Category: Attract and retain a diverse team of employeesAttract and retain a diverse team of employees, Category: Ensure accountability to diversity and inclusion efforts for a sense of belongingEnsure accountability to diversity and inclusion efforts for a sense of belonging, Category: Increase collaboration by implementing strategies for team performanceIncrease collaboration by implementing strategies for team performance, Category: 1.	Understand the meaning of organizational change management and what leaders need to understand regarding the reasons for change1.	Understand the meaning of organizational change management and what leaders need to understand regarding the reasons for change, Category: 3.	Create a Change Management Communication Framework3.	Create a Change Management Communication Framework, Category: 4.	Develop communication processes during change management planning4.	Develop communication processes during change management planning, Category: 2.	Develop a successful change management team and define roles and responsibilities2.	Develop a successful change management team and define roles and responsibilities, Category: 5. Evaluate the results and outcomes of change through KPI analysis5. Evaluate the results and outcomes of change through KPI analysis"
Fundamentals of GIS,"University of California, Davis",4.8,5.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gis,174687.0,
Generative AI for Executives and Business Leaders - Part 1,IBM,4.7,294 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-executives-business-leaders,25491.0,
Foundational Finance for Strategic Decision Making,University of Michigan,4.7,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/foundational-finance,20430.0,"Category: Financial AnalysisFinancial Analysis, Category: Financial ForecastFinancial Forecast, Category: Developing Financial ModelsDeveloping Financial Models, Category: Financial AnalysisFinancial Analysis, Category: Financial Planning (Business)Financial Planning (Business), Category: Time Value of Money (TVM)Time Value of Money (TVM), Category: Pricing StocksPricing Stocks, Category: Trading in Financial MarketsTrading in Financial Markets, Category: Pricing BondsPricing Bonds, Category: Bond ValuationBond Valuation, Category: Trading in finacial marketTrading in finacial market, Category: Stock ValuationStock Valuation"
International Leadership and Organizational Behavior,Università Bocconi,4.8,3.4K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/organizational-behavior,142053.0,
Microsoft Azure Developer Associate (AZ-204) Exam Prep,Microsoft,4.5,225 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/azure-developer-associate,16512.0,"Category: Microsoft AzureMicrosoft Azure, Category: Cloud-Based IntegrationCloud-Based Integration, Category: Azure FunctionsAzure Functions, Category: Microsoft AzureMicrosoft Azure, Category: CommunicationCommunication, Category: Cloud StorageCloud Storage, Category: Data ManagementData Management, Category: messagemessage, Category: Test PreparationTest Preparation, Category: Microsoft AzureMicrosoft Azure, Category: Cloud Computing SecurityCloud Computing Security, Category: Microsoft AzureMicrosoft Azure, Category: Cloud ManagementCloud Management, Category: Network SecurityNetwork Security, Category: Data SecurityData Security, Category: Microsoft AzureMicrosoft Azure, Category: Web ApplicationWeb Application, Category: Microsoft Visual StudioMicrosoft Visual Studio, Category: AnalyticsAnalytics, Category: Continuous FunctionContinuous Function, Category: CombinationCombination, Category: Data ManagementData Management, Category: MeasurementMeasurement, Category: Microsoft AzureMicrosoft Azure, Category: Virtual MachineVirtual Machine, Category: WindowsWindows, Category: Web ApplicationWeb Application, Category: LinuxLinux, Category: PowershellPowershell, Category: Microsoft AzureMicrosoft Azure, Category: Resource ManagementResource Management, Category: Cloud ComputingCloud Computing"
Foundations of Business Strategy,University of Virginia,4.8,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,152004.0,
Learn English: Beginning Grammar,"University of California, Irvine",4.9,4.1K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/learn-english-beginning-grammar,77120.0,
Introduction to Security Principles in Cloud Computing,Google Cloud,4.8,135 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-security-principles-in-cloud-computing,14066.0,
Introduction to Responsible AI,Google Cloud,4.7,399 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-responsible-ai,25621.0,
Data Science Foundations: Statistical Inference,University of Colorado Boulder,4.4,300 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications,12776.0,"Category: Bayes' TheoremBayes' Theorem, Category: continuous random variablescontinuous random variables, Category: ProbabilityProbability, Category: discrete random variablesdiscrete random variables, Category: central limit theoremcentral limit theorem"
Conflict Management,"University of California, Irvine",4.5,2.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/conflict-management,31149.0,"Category: AssertivenessAssertiveness, Category: Active ListeningActive Listening, Category: CommunicationCommunication, Category: ManagementManagement, Category: Active ListeningActive Listening, Category: CommunicationCommunication, Category: ManagementManagement, Category: CollaborationCollaboration"
Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,4.7,2.8K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/apigee-api-gcp,28360.0,
"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,4.7,3.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/information-systems-audit,99514.0,
Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,4.5,619 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-embedded-systems,124824.0,
Integrative Health and Medicine,University of Minnesota,4.8,1.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/integrative-health-and-medicine,26347.0,"Category: symptom managementsymptom management, Category: herbal preparationsherbal preparations, Category: integrative careintegrative care, Category: evidence-based practiceevidence-based practice, Category: botanical safetybotanical safety, Category: improved symptom managementimproved symptom management, Category: patient-centered carepatient-centered care, Category: wellbeingwellbeing, Category: evidence-based practiceevidence-based practice, Category: integrative healthcareintegrative healthcare, Category: Evidence-Based PracticesEvidence-Based Practices, Category: patient-centered carepatient-centered care, Category: complementary therapiescomplementary therapies, Category: wellbeingwellbeing, Category: integrative nursingintegrative nursing, Category: MindfulnessMindfulness, Category: improved symptom managementimproved symptom management, Category: wellbeingwellbeing, Category: whole-person carewhole-person care, Category: integrative medicineintegrative medicine, Category: symptom managementsymptom management, Category: healthcarehealthcare, Category: Stress ManagementStress Management, Category: wellbeingwellbeing, Category: Pain ManagementPain Management"
"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,4.7,2.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution,46635.0,
Project Management: Foundations and Initiation,University of Colorado Boulder,4.8,683 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-foundations-initiation,34200.0,
Data Mining,University of Illinois Urbana-Champaign,4.5,2.9K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-mining,63127.0,"Category: StreamsStreams, Category: Sequential Pattern MiningSequential Pattern Mining, Category: Data Mining AlgorithmsData Mining Algorithms, Category: Data MiningData Mining, Category: Data Clustering AlgorithmsData Clustering Algorithms, Category: Text MiningText Mining, Category: Probabilistic ModelsProbabilistic Models, Category: Sentiment AnalysisSentiment Analysis, Category: Data Visualization SoftwareData Visualization Software, Category: Tableau SoftwareTableau Software, Category: Data VirtualizationData Virtualization, Category: Data VisualizationData Visualization, Category: Information Retrieval (IR)Information Retrieval (IR), Category: Document RetrievalDocument Retrieval, Category: Machine LearningMachine Learning, Category: Recommender SystemsRecommender Systems, Category: Data Clustering AlgorithmsData Clustering Algorithms, Category: Data AnalysisData Analysis, Category: Natural Language ProcessingNatural Language Processing, Category: Data MiningData Mining, Category: Cluster AnalysisCluster Analysis, Category: Data Clustering AlgorithmsData Clustering Algorithms, Category: K-Means ClusteringK-Means Clustering, Category: Hierarchical ClusteringHierarchical Clustering"
Introduction to Forensic Science,"Nanyang Technological University, Singapore",4.9,2.5K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/forensic-science,161795.0,
Natural Language Processing with Probabilistic Models,DeepLearning.AI,4.7,1.7K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/probabilistic-models-in-nlp,83436.0,
Essentials of Global Health,Yale University,4.9,2.1K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/essentials-global-health,82476.0,
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,4.8,5.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/algorithms-divide-conquer,244962.0,
Teach English Now! Lesson Design and Assessment,Arizona State University,4.9,4.8K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/lesson-design,81716.0,
Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,4.8,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/addiction-treatment,66765.0,
Version Control,Meta,4.6,3.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-version-control,163183.0,
Real-World Engineering Management,Advancing Women in Tech,4.6,67 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/real-world-engineering-management,,"Category: Software EngineeringSoftware Engineering, Category: People ManagementPeople Management, Category: Program ManagementProgram Management, Category: Cloud EngineeringCloud Engineering, Category: Business StrategyBusiness Strategy, Category: Software EngineeringSoftware Engineering, Category: People ManagementPeople Management, Category: Program ManagementProgram Management, Category: Cloud EngineeringCloud Engineering, Category: Business StrategyBusiness Strategy"
Sales and CRM Overview,Salesforce,4.6,1.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sales-and-crm-overview,76828.0,
Relationship Management and Business Development,Starweaver,4.4,120 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/relationship-management-and-business-development,12541.0,
AI For Everyone （すべての人のためのAIリテラシー講座）,DeepLearning.AI,4.8,265 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-for-everyone-ja,33463.0,
Data-driven Decision Making,PwC,4.6,6.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/decision-making,192053.0,
Investment and Portfolio Management,Rice University,4.5,2.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/investment-portolio-management,72302.0,"Category: Behavioral FinanceBehavioral Finance, Category: Cognitive BiasCognitive Bias, Category: InvestmentInvestment, Category: Behavioral EconomicsBehavioral Economics, Category: Risk ManagementRisk Management, Category: Portfolio ConstructionPortfolio Construction, Category: Risk AnalysisRisk Analysis, Category: Portfolio OptimizationPortfolio Optimization, Category: Bond ValuationBond Valuation, Category: Financial MarketsFinancial Markets, Category: FinanceFinance, Category: InvestmentInvestment"
Executive Data Science,Johns Hopkins University,4.5,11K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/executive-data-science,66867.0,"Category: StatisticsStatistics, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Data ManagementData Management, Category: Team BuildingTeam Building, Category: Data ScienceData Science, Category: ManagementManagement, Category: Team ManagementTeam Management, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Machine LearningMachine Learning, Category: ProjectProject, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: ManagementManagement, Category: Data ManagementData Management, Category: Data AnalysisData Analysis, Category: CommunicationCommunication, Category: InterpretationInterpretation, Category: Exploratory Data AnalysisExploratory Data Analysis"
Problem Solving with Excel,PwC,4.7,5.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/excel-analysis,147905.0,
Industrial Biotechnology,University of Manchester,4.7,3.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/industrial-biotech,119863.0,
Data Science Math Skills,Duke University,4.5,12K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/datasciencemathskills,477808.0,
Dog Emotion and Cognition,Duke University,4.7,4.6K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/dog-emotion-and-cognition,214431.0,
Healthcare IT Support,Johns Hopkins University,4.7,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/healthcare-it,21526.0,
Everyday Parenting: The ABCs of Child Rearing,Yale University,4.9,3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/everyday-parenting,230265.0,
Chemical Hazards and Process Safety,"University of California, Davis",4.8,122 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/chemical-hazards-and-process-safety,1827.0,
MOST from a Conceptual Perspective,New York University,,,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/most-conceptual-perspective,,
Culture-Driven Team Building,University of Pennsylvania,4.6,1.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/team-building,11943.0,"Category: Team BuildingTeam Building, Category: LeadershipLeadership, Category: Emotional IntelligenceEmotional Intelligence, Category: Team ManagementTeam Management, Category: Team BuildingTeam Building, Category: Cultural LearningCultural Learning, Category: LeadershipLeadership, Category: Organizational CultureOrganizational Culture"
Electric Industry Operations and Markets,Duke University,4.8,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/electricity,49535.0,
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art,4.8,2K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/teaching-with-art,2156.0,
Core Java,LearnQuest,4.6,2.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/core-java,49707.0,"Category: Java Database Connectivity (JDBC)Java Database Connectivity (JDBC), Category: Computer ProgrammingComputer Programming, Category: Java Class LibraryJava Class Library, Category: Java ProgrammingJava Programming, Category: Object-Oriented Programming (OOP)Object-Oriented Programming (OOP), Category: Crt0Crt0, Category: Recursively Enumerable SetRecursively Enumerable Set, Category: Computer ProgrammingComputer Programming, Category: Java ProgrammingJava Programming, Category: Recursively Enumerable SetRecursively Enumerable Set, Category: Java CompilerJava Compiler, Category: JavacJavac, Category: Java ProgrammingJava Programming, Category: Recursively Enumerable SetRecursively Enumerable Set, Category: IteratorIterator, Category: LinearityLinearity, Category: ArraysArrays"
